standard_symbol,stock_name
SEHK:01938,CHU KONG PETROLEUM AND NATURAL GAS STEEL PIPE HOLDINGS LIMITED
SEHK:70518,"JIANGSU SIHUAN BIOENGINEERING CO.,LTD (A #000518)"
SEHK:06113,UTS MARKETING SOLUTIONS HOLDINGS LIMITED
SEHK:70543,"AN HUI WENERGY CO.,LTD (A #000543)"
SEHK:09933,GHW INTERNATIONAL
SEHK:02668,PAK TAK INTERNATIONAL LIMITED
SEHK:72648,"SATELLITE CHEMICAL CO., LTD. (A #002648)"
SEHK:72653,"HAISCO PHARMACEUTICAL GROUP CO.,LTD (A #002653)"
SEHK:02033,TIME WATCH INVESTMENTS LIMITED
SEHK:70983,"SHANXI COKING COAL ENERGY GROUP CO.,LTD. (A #000983)"
SEHK:01090,DA MING INTERNATIONAL HOLDINGS LIMITED
SEHK:90697,"CHANG CHUN EURASIA GROUP CO., LTD. (A #600697)"
SEHK:90751,"HNA TECHNOLOGY CO.,LTD. (A #600751)"
SEHK:01152,MOMENTUM FINANCIAL HOLDINGS LIMITED
SEHK:93013,"YAPP AUTOMOTIVE SYSTEMS CO., LTD. (A #603013)"
SEHK:00083,SINO LAND CO.LTD.
SEHK:00009,KEYNE LTD
SEHK:00592,BOSSINI INTERNATIONAL HOLDINGS LIMITED
SEHK:93766,"LONCIN MOTOR CO.,LTD. (A #603766)"
SEHK:00031,CHINA AEROSPACE INTERNATIONAL HOLDINGS LIMITED
SEHK:01750,REM GROUP (HOLDINGS) LIMITED
SEHK:02377,"CHINA BOQI ENVIRONMENTAL (HOLDING) CO., LTD."
SEHK:70881,"CGN NUCLEAR TECHNOLOGY DEVELOPMENT CO., LTD. (A #000881)"
SEHK:01563,ALLIANCE INTERNATIONAL EDUCATION LEASING HOLDINGS LIMITED
SEHK:72288,"GUANGDONG CHAOHUA TECHNOLOGY CO.,LTD. (A #002288)"
SEHK:91069,"WESTERN REGION GOLD CO., LTD. (A #601069)"
SEHK:02939,CHINA RESOURCES BEER (HOLDINGS) COMPANY LTD-HKD TRADED SHARES-TEMP COUNTER-2000
SEHK:77127,"CHENGDU GALAXY MAGNETS CO.,LTD. (A #300127)"
SEHK:91952,"JIANGSU PROVINCIAL AGRICULTURAL RECLAMATION AND DEV CO.,LTD (A #601952)"
SEHK:00914,ANHUI CONCH CEMENT COMPANY LIMITED
SEHK:02469,FENBI LTD.
SEHK:93899,SHANGHAI M&G STATIONERY INC. (A #603899)
SEHK:00010,HANG LUNG GROUP LIMITED
SEHK:01193,CHINA RESOURCES GAS GROUP LIMITED
SEHK:93235,"JIANGXI TIANXIN PHARMACEUTICAL CO., LTD. (A #603235)"
SEHK:01863,CHINA LONGEVITY GROUP COMPANY LIMITED
SEHK:00707,ASIA TELEVISION HOLDINGS LIMITED
SEHK:01452,DENOX ENVIRONMENTAL & TECHNOLOGY HOLDINGS LIMITED
SEHK:30776,"CHENGDU GUOGUANG ELECTRONICS COMPANY, LTD (A #688776)"
SEHK:93979,"JCHX MINING MANAGEMENT CO.,LTD. (A #603979)"
SEHK:70810,"SKYWORTH DIGITAL CO.,LTD. (A #000810)"
SEHK:00945,MANULIFE FINANCIAL CORPORATION
SEHK:91668,CHINA STATE CONSTRUCTION ENGINEERING CORPORATION LIMITED (A #601668)
SEHK:00581,CHINA ORIENTAL GROUP COMPANY LIMITED
SEHK:77091,"JIN TONG LING TECHNOLOGY GROUP CO.,LTD (A #300091)"
SEHK:72358,"HENAN SENYUAN ELECTRIC CO.,LTD. (A #002358)"
SEHK:00639,SHOUGANG FUSHAN RESOURCES GROUP LIMITED
SEHK:93993,CMOC GROUP LIMITED (A #603993)
SEHK:02419,DEKON FOOD AND AGRICULTURE GROUP
SEHK:00119,"POLY PROPERTY GROUP CO., LIMITED"
SEHK:09069,CHINAAMC HANG SENG BIOTECH ETF -USD TRADED UNITS
SEHK:08365,HATCHER GROUP LIMITED
SEHK:01920,CHINA WACAN GROUP COMPANY LIMITED
SEHK:06699,ANGELALIGN TECHNOLOGY INC.
SEHK:00861,DIGITAL CHINA HOLDINGS LIMITED
SEHK:02616,CSTONE PHARMACEUTICALS
SEHK:02910,VIRTUAL MIND HOLDING COMPANY LIMITED-OLD
SEHK:72866,"JIANGSU TRANSIMAGE TECHNOLOGY CO., LTD. (A #002866)"
SEHK:01900,"CHINA ITS (HOLDINGS) CO., LTD."
SEHK:72371,"NAURA TECHNOLOGY GROUP CO., LTD. (A #002371)"
SEHK:06288,"FAST RETAILING CO., LTD."
SEHK:00645,ARES ASIA LIMITED
SEHK:90131,"STATE GRID INFORMATION&COMMUNICATION CO.,LTD. (A #600131)"
SEHK:03800,GCL TECHNOLOGY HOLDINGS LIMITED
SEHK:72926,"HUAXI SECURITIES CO., LTD. (A #002926)"
SEHK:01165,SHUNFENG INTERNATIONAL CLEAN ENERGY LIMITED
SEHK:90103,"FUJIAN QINGSHAN PAPER INDUSTRY CO.,LTD. (A #600103)"
SEHK:70735,"LUONIUSHAN CO., LTD. (A #000735)"
SEHK:31327,CHIPS ETF (A #159995)
SEHK:77255,"HEBEI CHANGSHAN BIOCHEMICAL PHARMACEUTICAL CO., LTD. (A #300255)"
SEHK:09898,WEIBO CORPORATION
SEHK:90570,HUNDSUN TECHNOLOGIES INC. (A #600570)
SEHK:77866,"ANKER INNOVATIONS TECHNOLOGY CO., LTD (A #300866)"
SEHK:30375,"GUOBO ELECTRONICS CO., LTD. (A #688375)"
SEHK:77748,"JL MAG RARE-EARTH CO., LTD. (A #300748)"
SEHK:01450,BE FRIENDS HOLDING LIMITED
SEHK:02418,"DEEWIN TIANXIA CO., LTD"
SEHK:77034,"BEIJING CISRI-GAONA MATERIALS & TECHNOLOGY CO., LTD. (A #300034)"
SEHK:01079,PINE TECHNOLOGY HOLDINGS LIMITED
SEHK:93002,EPOXY BASE ELECTRONIC MATERIAL CORPORATION LIMITED (A #603002)
SEHK:00373,ALLIED GROUP LIMITED
SEHK:00629,YUE DA INTERNATIONAL HOLDINGS LIMITED
SEHK:77563,SHENYU COMMUNICATION TECHNOLOGY INC. (A #300563)
SEHK:31077,FULLGOAL SSE COMPOSITE INDEX ETF (A #510210)
SEHK:70408,ZANGGE MINING COMPANY LIMITED (A #000408)
SEHK:93218,"RIYUE HEAVY INDUSTRY CO.,LTD (A #603218)"
SEHK:00711,ASIA ALLIED INFRASTRUCTURE HOLDINGS LIMITED
SEHK:72242,JOYOUNG COMPANY LIMITED (A #002242)
SEHK:77529,"JAFRON BIOMEDICAL CO.,LTD. (A #300529)"
SEHK:00776,IMPERIUM TECHNOLOGY GROUP LIMITED
SEHK:72443,"ZHEJIANG KINGLAND PIPELINE AND TECHNOLOGIES CO., LTD. (A #002443)"
SEHK:02328,PICC PROPERTY AND CASUALTY COMPANY LIMITED
SEHK:00788,CHINA TOWER CORPORATION LIMITED
SEHK:30196,"LONGYAN ZHUOYUE NEW ENERGY CO., LTD. (A #688196)"
SEHK:01188,HYBRID KINETIC GROUP LIMITED
SEHK:01246,BOILL HEALTHCARE HOLDINGS LIMITED
SEHK:95399,JIANG XI CHENGUANG NEW MATERIALS COMPANY LIMITED (A #605399)
SEHK:00845,GLORIOUS PROPERTY HOLDINGS LIMITED
SEHK:02110,TIAN CHENG HOLDINGS LIMITED
SEHK:31024,GF CSI NATIONAL DEFENSE INDUSTRY ETF (A #512680)
SEHK:77888,"WINNER MEDICAL CO., LTD. (A #300888)"
SEHK:30148,"GUANGDONG FANGYUAN ENVIRONMENT CO., LTD. (A #688148)"
SEHK:01086,GOODBABY INTERNATIONAL HOLDINGS LIMITED
SEHK:31365,PH CHINEXT 50 ETF (A #159681)
SEHK:93128,CTS INTERNATIONAL LOGISTICS CORPORATION LIMITED (A #603128)
SEHK:30202,SHANGHAI MEDICILON INC. (A #688202)
SEHK:77100,"NINGBO SHUANGLIN AUTO PARTS CO.,LTD (A #300100)"
SEHK:00287,WINFAIR INVESTMENT CO. LTD
SEHK:06826,"SHANGHAI HAOHAI BIOLOGICAL TECHNOLOGY CO., LTD."
SEHK:72149,"WESTERN METAL MATERIALS CO., LTD (A #002149)"
SEHK:01262,LABIXIAOXIN SNACKS GROUP LIMITED
SEHK:06939,"MEGAIN HOLDING (CAYMAN) CO., LTD."
SEHK:77986,JIANGXI GETO NEW MATERIALS CORPORATION LIMITED (A #300986)
SEHK:09660,HORIZON ROBOTICS
SEHK:30278,"XIAMEN AMOYTOP BIOTECH CO., LTD. (A #688278)"
SEHK:70010,"SHENZHEN ECOBEAUTY CO., LTD. (A #000010)"
SEHK:70802,"BEIJING JINGXI CULTURE&TOURISM CO.,LTD (A #000802)"
SEHK:00836,CHINA RESOURCES POWER HOLDINGS COMPANY LIMITED
SEHK:71267,"HUI LYU ECOLOGICAL TECHNOLOGY GROUPS CO.,LTD. (A #001267)"
SEHK:77617,"JIANGSU AUKURA INTELLIGENT POWER CO., LTD. (A #300617)"
SEHK:90071,PHENIX OPTICS COMPANY LIMITED (A #600071)
SEHK:00380,CHINA PIPE GROUP LIMITED
SEHK:77041,"HUBEI HUITIAN NEW MATERIALS CO., LTD (A #300041)"
SEHK:00061,GREEN LEADER HOLDINGS GROUP LIMITED
SEHK:02941,YEE HOP HOLDINGS LIMITED -TEMPORARY COUNTER-4000
SEHK:01113,CK ASSET HOLDINGS LIMITED
SEHK:09766,CSOP TESLA DAILY (2X) LEVERAGED PRODUCT - USD COUNTER
SEHK:06083,WORLD-LINK LOGISTICS (ASIA) HOLDING LIMITED
SEHK:01628,YUZHOU GROUP HOLDINGS COMPANY LIMITED
SEHK:77289,"BEIJING LEADMAN BIOCHEMISTRY CO.,LTD. (A #300289)"
SEHK:09987,"YUM CHINA HOLDINGS, INC."
SEHK:93719,"BESTORE CO.,LTD (A #603719)"
SEHK:90872,"JONJEE HI-TECH INDUSTRIAL & COMMERCIAL HOLDING CO.,LTD (A #600872)"
SEHK:70800,"FAW JIEFANG GROUP CO., LTD (A #000800)"
SEHK:77511,"SHANGHAI XUERONG BIOTECHNOLOGY CO.,LTD. (A #300511)"
SEHK:90433,"GUANGDONG GUANHAO HIGH-TECH CO., LTD (A #600433)"
SEHK:07332,FUBON FTSE TAIWAN DAILY (-1X) INVERSE PRODUCT
SEHK:01099,SINOPHARM GROUP CO. LTD.
SEHK:77607,"GUANGDONG TOPSTAR TECHNOLOGY CO.,LTD (A #300607)"
SEHK:08668,YING HAI GROUP HOLDINGS COMPANY LIMITED
SEHK:77917,"SHENZHEN SDG SERVICE CO., LTD. (A #300917)"
SEHK:90993,"MAYINGLONG PHARMACEUTICAL GROUP STOCK CO.,LTD. (A #600993)"
SEHK:30128,"CHINA NATIONAL ELECTRIC APPARATUS RESEARCH INSTITUTE CO., LTD. (A #688128)"
SEHK:77308,"ZHONGJI INNOLIGHT CO., LTD. (A #300308)"
SEHK:93027,"QIANHE CONDIMENT AND FOOD CO., LTD (A #603027)"
SEHK:00777,NETDRAGON WEBSOFT HOLDINGS LIMITED
SEHK:90318,"ANHUI XINLI FINANCE CO.,LTD. (A #600318)"
SEHK:78173,"SHANGHAI MOBITECH TECHNOLOGY CO., LTD. (A #301173)"
SEHK:30107,"SHANGHAI ANLOGIC INFOTECH CO., LTD. (A #688107)"
SEHK:72400,"GUANGDONG ADVERTISING GROUP CO.,LTD. (A #002400)"
SEHK:30232,"GUOTAI EPOINT SOFTWARE CO.,LTD. (A #688232)"
SEHK:90918,"ZHONGTAI SECURITIES CO., LTD. (A #600918)"
SEHK:01556,CHINNEY KIN WING HOLDINGS LIMITED
SEHK:72839,"JIANGSU ZHANGJIAGANG RURAL COMMERCIAL BANK CO., LTD (A #002839)"
SEHK:03135,SAMSUNG BITCOIN FUTURES ACTIVE ETF
SEHK:72045,GUOGUANG ELECTRIC COMPANY LIMITED (A #002045)
SEHK:30177,"BIO-THERA SOLUTIONS, LTD. (A #688177)"
SEHK:91658,"POSTAL SAVINGS BANK OF CHINA, LTD. (A #601658)"
SEHK:90079,"HUMANWELL HEALTHCARE (GROUP) CO.,LTD. (A #600079)"
SEHK:78510,"GOOGOL TECHNOLOGY CO., LTD. (A #301510)"
SEHK:01919,"COSCO SHIPPING HOLDINGS CO., LTD."
SEHK:93868,"SHANGHAI FLYCO ELECTRICAL APPLIANCE CO., LTD (A #603868)"
SEHK:01323,HUASHENG INTERNATIONAL HOLDING LIMITED
SEHK:70826,"TUS ENVIRONMENTAL SCIENCE AND TECHNOLOGY DEVELOPMENT CO., LTD. (A #000826)"
SEHK:02925,CHAODA MODERN AGRICULTURE (HOLDINGS) LIMITED-OLD
SEHK:00641,CHTC FONG'S INTERNATIONAL COMPANY LIMITED
SEHK:08143,GOOD FELLOW HEALTHCARE HOLDINGS LIMITED
SEHK:02680,INNOVAX HOLDINGS LIMITED
SEHK:90372,"AVIC AIRBORNE SYSTEMS CO., LTD. (A #600372)"
SEHK:00082,CRAZY SPORTS GROUP LIMITED
SEHK:93666,"YIJIAHE TECHNOLOGY CO., LTD. (A #603666)"
SEHK:08536,TL NATURAL GAS HOLDINGS LIMITED
SEHK:03076,FUBON NYSE FACTSET TAIWAN CORE SEMICONDUCTOR INDEX ETF
SEHK:00817,CHINA JINMAO HOLDINGS GROUP LIMITED
SEHK:01847,YCIH GREEN HIGH-PERFORMANCE CONCRETE COMPANY LIMITED
SEHK:00372,PT INTERNATIONAL DEVELOPMENT CORPORATION LIMITED
SEHK:72437,"HARBIN GLORIA PHARMACEUTICALS CO., LTD. (A #002437)"
SEHK:95319,"WUXI ZHENHUA AUTO PARTS CO., LTD. (A #605319)"
SEHK:00674,CHINA TANGSHANG HOLDINGS LIMITED
SEHK:03883,CHINA AOYUAN GROUP LIMITED
SEHK:78073,"SSAW HOTELS & RESORTS GROUP CO.,LTD. (A #301073)"
SEHK:02885,PEIPORT HOLDINGS LTD.
SEHK:91218,"JIANGSU SINOJIT WIND ENERGY TECHNOLOGY CO,.LTD. (A #601218)"
SEHK:00531,SAMSON HOLDING LTD.
SEHK:09999,"NETEASE, INC."
SEHK:03051,GLOBAL X ASIA INNOVATOR ACTIVE ETF
SEHK:03709,EEKA FASHION HOLDINGS LIMITED
SEHK:02678,TEXHONG INTERNATIONAL GROUP LIMITED
SEHK:72733,"SHENZHEN CENTER POWER TECH.CO.,LTD. (A #002733)"
SEHK:78278,"QC SOLAR (SUZHOU) CO., LTD. (A #301278)"
SEHK:91669,"POWER CONSTRUCTION CORPORATION OF CHINA,LTD.(POWERCHINA LTD.) (A #601669)"
SEHK:30981,SEMICONDUCTOR MANUFACTURING INTERNATIONAL CORPORATION (A #688981)
SEHK:01526,RICI HEALTHCARE HOLDINGS LIMITED
SEHK:90648,"SHANGHAI WAIGAOQIAO FREE TRADE ZONE GROUP CO.,LTD. (A #600648)"
SEHK:83161,CHINAAMC RMB MONEY MARKET ETF -RMB TRADED UNITS
SEHK:02337,UNITED STRENGTH POWER HOLDINGS LIMITED
SEHK:90037,"BEIJING GEHUA CATV NETWORK CO., LTD. (A #600037)"
SEHK:72970,"STREAMAX TECHNOLOGY CO., LTD. (A #002970)"
SEHK:00697,SHOUCHENG HOLDINGS LIMITED
SEHK:90571,"SUNYARD TECHNOLOGY CO.,LTD (A #600571)"
SEHK:09985,WEILONG DELICIOUS GLOBAL HOLDINGS LTD
SEHK:00768,UBA INVESTMENTS LIMITED
SEHK:01545,DESIGN CAPITAL LIMITED
SEHK:30435,SHANGHAI INFORMATION2 SOFTWARE INC. (A #688435)
SEHK:00724,RUIXIN INTERNATIONAL HOLDINGS LIMITED
SEHK:78327,"SHENZHEN HELLO TECH ENERGY CO., LTD (A #301327)"
SEHK:30593,"SHANGHAI NEW VISION MICROELECTRONICS CO., LTD. (A #688593)"
SEHK:02540,LESI GROUP LIMITED
SEHK:91121,"XINJIANG BAODI MINING CO., LTD. (A #601121)"
SEHK:09929,SEM HOLDINGS LIMITED
SEHK:93826,"FUJIAN KUNCAI MATERIAL TECHNOLOGY CO.,LTD. (A #603826)"
SEHK:77664,"PENYAO ENVIRONMENTAL PROTECTION CO., LTD. (A #300664)"
SEHK:02265,HONGCHENG ENVIRONMENTAL TECHNOLOGY COMPANY LIMITED
SEHK:70036,CHINA UNION HOLDINGS LTD. (A #000036)
SEHK:70720,"SHANDONG XINNENG TAISHAN POWER GENERATION CO.,LTD. (A #000720)"
SEHK:01199,COSCO SHIPPING PORTS LIMITED
SEHK:08311,PERFECT OPTRONICS LIMITED
SEHK:00468,GREATVIEW ASEPTIC PACKAGING COMPANY LIMITED
SEHK:00115,GRAND FIELD GROUP HOLDINGS LIMITED
SEHK:70517,"RONGAN PROPERTY CO.,LTD. (A #000517)"
SEHK:01896,MAOYAN ENTERTAINMENT
SEHK:90251,"XINJIANG GUANNONG CO.,LTD. (A #600251)"
SEHK:93332,"SUZHOU LONGJIE SPECIAL FIBER CO., LTD. (A #603332)"
SEHK:95018,"CHANGHUA HOLDING GROUP CO., LTD. (A #605018)"
SEHK:31040,TH CSI 300 ETF (A #515330)
SEHK:01660,ZHAOBANGJI LIFESTYLE HOLDINGS LIMITED
SEHK:02559,DIDA INC.
SEHK:72259,"SICHUAN SHENGDA FORESTRY INDUSTRY CO., LTD (A #002259)"
SEHK:31121,CUAM CENTRAL-SOE SHAREHOLDER RETURN ETF (A #560070)
SEHK:90312,"HENAN PINGGAO ELECTRIC CO.,LTD. (A #600312)"
SEHK:08585,SIMPLICITY HOLDING LIMITED-OLD
SEHK:02612,CSI PROPERTIES LIMITED WARRANTS 2027
SEHK:30584,"WAFER WORKS (SHANGHAI) CO., LTD. (A #688584)"
SEHK:30012,ADVANCED MICRO-FABRICATION EQUIPMENT INC. CHINA (A #688012)
SEHK:90711,"CHENGTUN MINING GROUP CO.,LTD (A #600711)"
SEHK:06837,"HAITONG SECURITIES CO., LTD."
SEHK:02567,QINIU LIMITED
SEHK:31349,ACG ETF (A #159869)
SEHK:08589,ZHI SHENG GROUP HOLDINGS LIMITED -TEMPORARY COUNTER-8000
SEHK:01239,TEAMWAY INTERNATIONAL GROUP HOLDINGS LIMITED
SEHK:90276,"JIANGSU HENGRUI MEDICINE CO.,LTD. (A #600276)"
SEHK:01388,EMBRY HOLDINGS LIMITED
SEHK:03396,LEGEND HOLDINGS CORPORATION
SEHK:95507,GUOBANG PHARMA LTD. (A #605507)
SEHK:72109,"SHAANXI XINGHUA CHEMISTRY CO., LTD (A #002109)"
SEHK:70848,"CHENG DE LOLO CO.,LTD. (A #000848)"
SEHK:90741,HUAYU AUTOMOTIVE SYSTEMS COMPANY LIMITED (A #600741)
SEHK:00072,META MEDIA HOLDINGS LIMITED
SEHK:77188,"SDIC INTELLIGENCE XIAMEN INFORMATION CO., LTD. (A #300188)"
SEHK:02169,CANGGANG RAILWAY LIMITED
SEHK:31118,GUOTAI FTSE CN SOE SUSTAIN PROSPER ETF (A #517090)
SEHK:02230,MEDIALINK GROUP LIMITED
SEHK:91066,"CHINA SECURITIES CO.,LTD. (A #601066)"
SEHK:01326,TRANSMIT ENTERTAINMENT LIMITED
SEHK:72444,"HANGZHOU GREATSTAR INDUSTRIAL CO., LTD. (A #002444)"
SEHK:71227,"BANK OF LANZHOU CO., LTD. (A #001227)"
SEHK:06181,"LAOPU GOLD CO., LTD."
SEHK:02320,HOP FUNG GROUP HOLDINGS LIMITED
SEHK:02209,YESASIA HOLDINGS LIMITED
SEHK:00812,SOUTHWEST SECURITIES INTERNATIONAL SECURITIES LIMITED
SEHK:70680,"SHANTUI CONSTRUCTION MACHINERY CO.,LTD (A #000680)"
SEHK:90332,GUANGZHOU BAIYUNSHAN PHARMACEUTICAL HOLDINGS COMPANY LIMITED (A #600332)
SEHK:02309,ZO FUTURE GROUP
SEHK:78628,"SHENZHEN Q&D CIRCUITS CO., LTD. (A #301628)"
SEHK:70811,"MOON ENVIRONMENT TECHNOLOGY CO.,LTD. (A #000811)"
SEHK:72122,"HUIZHOU INTELLIGENCE TECHNOLOGY GROUP CO., LTD (A #002122)"
SEHK:70839,"CITIC GUOAN INFORMATION INDUSTRY CO., LTD (A #000839)"
SEHK:72837,"SHENZHEN ENVICOOL TECHNOLOGY CO., LTD. (A #002837)"
SEHK:01069,CHINA HEALTH TECHNOLOGY GROUP HOLDING COMPANY LIMITED
SEHK:91211,"GUOTAI HAITONG SECURITIES CO.,LTD. #601211)"
SEHK:70166,"SHENWAN HONGYUAN GROUP CO.,LTD (A #000166)"
SEHK:72432,"ANDON HEALTH CO.,LTD. (A #002432)"
SEHK:77161,"WUHAN HUAZHONG NUMERICAL CONTROL CO.,LTD. (A #300161)"
SEHK:93057,"SHANGHAI ZIYAN FOOD CO., LTD. (A #603057)"
SEHK:31131,FULLGOAL CSI SEEE CARBON NEUT INDEX ETF (A #561190)
SEHK:72594,BYD COMPANY LIMITED (A #002594)
SEHK:08106,SHENGHUA LANDE SCITECH LIMITED
SEHK:72937,"NINGBO SUNRISE ELC TECHNOLOGY CO.,LTD. (A #002937)"
SEHK:00274,RENAISSANCE ASIA SILK ROAD GROUP LIMITED
SEHK:77459,"ZHEJIANG JINKE TOM CULTURE INDUSTRY CO., LTD. (A #300459)"
SEHK:93960,"SHANGHAI KELAI MECHATRONICS ENGINEERING CO.,LTD. (A #603960)"
SEHK:72179,"JONHON OPTRONIC TECHNOLOGY CO.,LTD (A #002179)"
SEHK:00277,TERN PROPERTIES CO. LTD
SEHK:00878,SOUNDWILL HOLDINGS LIMITED
SEHK:78330,"ZKTECO CO., LTD. (A #301330)"
SEHK:01419,HUMAN HEALTH HOLDINGS LIMITED
SEHK:01418,SINOMAX GROUP LIMITED
SEHK:08371,TASTE.GOURMET GROUP LIMITED
SEHK:09196,BOSERA USD MONEY MARKET ETF- USD COUNTER
SEHK:00039,CHINA BEIDAHUANG INDUSTRY GROUP HOLDINGS LIMITED
SEHK:03639,YIDA CHINA HOLDINGS LIMITED
SEHK:02359,"WUXI APPTEC CO., LTD."
SEHK:30526,"WUHAN KEQIAN BIOLOGY CO.,LTD (A #688526)"
SEHK:77349,"GOLDCARD SMART GROUP CO.,LTD. (A #300349)"
SEHK:06919,RENRUI HUMAN RESOURCES TECHNOLOGY HOLDINGS LIMITED
SEHK:77677,"INTCO MEDICAL TECHNOLOGY CO., LTD. (A #300677)"
SEHK:01085,HENGXIN TECHNOLOGY LTD.
SEHK:70061,"SHENZHEN AGRICULTURAL POWER GROUP CO.,LTD. (A #000061)"
SEHK:90299,BLUESTAR ADISSEO COMPANY (A #600299)
SEHK:93026,"SHIDA SHINGHWA ADVANCED MATERIAL GROUP CO.,LTD (A #603026)"
SEHK:08379,PRIME INTELLIGENCE SOLUTIONS GROUP LIMITED
SEHK:91858,CHINA SCIENCE PUBLISHING & MEDIA LTD. (A #601858)
SEHK:03134,CSOP HUATAI-PINEBRIDGE CSI PHOTOVOLTAIC INDUSTRY ETF
SEHK:90025,HUANENG LANCANG RIVER HYDROPOWER INC. (A #600025)
SEHK:00911,QIANHAI HEALTH HOLDINGS LIMITED
SEHK:70885,"CITY DEVELOPMENT ENVIRONMENT CO.,LTD. (A #000885)"
SEHK:90639,"SHANGHAI JINQIAO EXPORT PROCESSING ZONE DEVELOPMENT CO.,LTD. (A #600639)"
SEHK:03866,"BANK OF QINGDAO CO., LTD."
SEHK:00587,CHINA CONCH ENVIRONMENT PROTECTION HOLDINGS LIMITED
SEHK:72906,FORYOU CORPORATION (A #002906)
SEHK:91163,"TRIANGLE TYRE CO., LTD. (A #601163)"
SEHK:00842,LEOCH INTERNATIONAL TECHNOLOGY LIMITED
SEHK:77774,"BGT GROUP CO., LTD. (A #300774)"
SEHK:77596,RIANLON CORPORATION (A #300596)
SEHK:72273,"ZHEJIANG CRYSTAL-OPTECH CO.,LTD. (A #002273)"
SEHK:77284,JSTI GROUP (A #300284)
SEHK:01315,GREEN ECONOMY DEVELOPMENT LIMITED
SEHK:01729,TIME INTERCONNECT TECHNOLOGY LIMITED
SEHK:93383,"FUJIAN APEX SOFTWARE CO.,LTD (A #603383)"
SEHK:02392,XUAN WU CLOUD TECHNOLOGY HOLDINGS LIMITED
SEHK:00053,GUOCO GROUP LIMITED
SEHK:90143,"KINGFA SCI.&TECH. CO.,LTD. (A #600143)"
SEHK:77785,"BEIJING ZHIDEMAI TECHNOLOGY CO., LTD. (A #300785)"
SEHK:70670,"INFOTMIC CO.,LTD. (A #000670)"
SEHK:02601,CHINA PACIFIC INSURANCE (GROUP) CO. LTD.
SEHK:00800,A8 NEW MEDIA GROUP LIMITED
SEHK:00293,CATHAY PACIFIC AIRWAYS LTD
SEHK:00332,YUAN HENG GAS HOLDINGS LIMITED
SEHK:72269,"SHANGHAI METERSBONWE FASHION & ACCESSORIES CO., LTD (A #002269)"
SEHK:72497,"SICHUAN YAHUA INDUSTRIAL GROUP CO.,LTD (A #002497)"
SEHK:06196,"BANK OF ZHENGZHOU CO., LTD."
SEHK:30586,AVIC HEFEI JIANGHANG AIRCRAFT EQUIPMENT CORPORATION LTD. (A #688586)
SEHK:09930,HORIZON CONSTRUCTION DEVELOPMENT LIMITED
SEHK:01004,CHINA SMARTER ENERGY GROUP HOLDINGS LIMITED
SEHK:72699,MEISHENG CULTURAL&CREATIVE CORP.LTD. (A #002699)
SEHK:08189,TIANJIN TEDA BIOMEDICAL ENGINEERING COMPANY LIMITED
SEHK:90011,"HUANENG POWER INTERNATIONAL, INC. (A #600011)"
SEHK:78600,"FLAIRCOMM MICROELECTRONICS, INC. (A #301600)"
SEHK:72562,"BROTHER ENTERPRISES HOLDING CO.,LTD. (A #002562)"
SEHK:90841,SHANGHAI NEW POWER AUTOMOTIVE TECHNOLOGY COMPANY LIMITED (A #600841)
SEHK:72407,"DO-FLUORIDE NEW MATERIALS CO., LTD. (A #002407)"
SEHK:78500,"GUANGDONG FEINAN RESOURCES RECYCLING CO., LTD. (A #301500)"
SEHK:00635,PLAYMATES HOLDINGS LIMITED
SEHK:93712,"TIANJIN 712 COMMUNICATION & BROADCASTING CO.,LTD (A #603712)"
SEHK:70718,"SUNING UNIVERSAL CO.,LTD. (A #000718)"
SEHK:00125,SUN HING VISION GROUP HOLDINGS LIMITED
SEHK:02549,CAROTE LTD
SEHK:31301,GF BATTERY ETF (A #159755)
SEHK:00775,"CK LIFE SCIENCES INT'L., (HOLDINGS) INC."
SEHK:31062,CHINA SOUTHERN CSI 1000 ETF (A #512100)
SEHK:90084,"CITIC NIYA WINE CO., LTD. (A #600084)"
SEHK:01265,TIANJIN JINRAN PUBLIC UTILITIES COMPANY LIMITED
SEHK:78602,"SHANTOU INSTITUTE OF ULTRASONIC INSTRUMENT CO., LTD. (A #301602)"
SEHK:00604,SHENZHEN INVESTMENT LIMITED
SEHK:72455,"JIANGSU BAICHUAN HIGH-TECH NEW MATERIALS CO., LTD (A #002455)"
SEHK:00132,HING YIP HOLDINGS LIMITED
SEHK:01117,CHINA MODERN DAIRY HOLDINGS LTD.
SEHK:90018,"SHANGHAI INTERNATIONAL PORT (GROUP) CO., LTD (A #600018)"
SEHK:77027,HUAYI BROTHERS MEDIA CORPORATION (A #300027)
SEHK:77558,"BETTA PHARMACEUTICALS CO.,LTD (A #300558)"
SEHK:31052,GF CSI CONSTRUCTION ENGINEERING ETF (A #516970)
SEHK:00363,SHANGHAI INDUSTRIAL HOLDINGS LIMITED
SEHK:72055,"ZHENZHEN DEREN ELECTRONIC CO.,LTD. (A #002055)"
SEHK:00482,SANDMARTIN INTERNATIONAL HOLDINGS LIMITED
SEHK:31387,FINTECH ETF (A #159851)
SEHK:08271,GLOBAL DIGITAL CREATIONS HOLDINGS LIMITED
SEHK:00212,NANYANG HOLDINGS LIMITED
SEHK:72097,"SUNWARD INTELLIGENT EQUIPMENT CO.,LTD. (A #002097)"
SEHK:78015,QINGDAO BAHEAL MEDICAL INC. (A #301015)
